country	state_province	city	address	postcode	latitude	longitude
Canada	Ontario	Mississauga	"1170 Burnhamthorpe Rd West, #21"	L5C 4E6	43.56835565	-79.66314005
Canada	Ontario	Mississauga	120 Queen St South	L5M 1K8	43.5834582	-79.71684079
Canada	Ontario	Mississauga	1211 Hurontario St	L5G 3H2	43.55964165	-79.58685517
Canada	Ontario	Mississauga	1212 Southdown Rd	L5J 2Y4	43.5150318	-79.6359069
Canada	Ontario	Mississauga	1327 Dundas St E	L4Y 2C7	43.6083633	-79.5858004
Canada	Ontario	Mississauga	1375 Southdown Rd	L5J 2Y9	43.51919065	-79.63909158
Canada	Ontario	Mississauga	1420 Midway Blvd	L5T 2S4	43.667468	-79.665579
Canada	Ontario	Mississauga	144 Dundas St W	L5B 1H9	43.5768984	-79.6197541
Canada	Ontario	Mississauga	150 Lakeshore Rd East	L5G 1E9	43.555269	-79.5818808
Canada	Ontario	Mississauga	1500 Dundas St East	L4X 1L4	43.6115911	-79.5794701
Canada	Ontario	Mississauga	1520 Aimco Blvd	L4W 5K1	43.6386324	-79.6237157
Canada	Ontario	Mississauga	1715 Bloor St E	L4X 1S5	43.624065	-79.586831
Canada	Ontario	Mississauga	1801 Courtney Park Dr	L5T 1J3	43.6714	-79.6488
Canada	Ontario	Mississauga	1801 Dundas St East	L4X 1L5	43.618264	-79.574017
Canada	Ontario	Mississauga	20 Bristol Rd West	L5R 3K3	43.611806	-79.6662844
Canada	Ontario	Mississauga	2165 Royal Windsor Dr	L5K 1J5	43.5084955	-79.63295817
Canada	Ontario	Mississauga	2215 Erin Mills Parkway	L5K 1T7	43.528523	-79.653813
Canada	Ontario	Mississauga	2220 Eglinton Ave	L5M 2N1	43.5613976	-79.7035614
Canada	Ontario	Mississauga	2325 Hurontario St.	L5A 4C7	43.574845	-79.608428
Canada	Ontario	Mississauga	2427 Cawthra Rd	L5A 2X1	43.591599	-79.595291
Canada	Ontario	Mississauga	2458 Dundas St W	L5K 1R8	43.527074	-79.676741
Canada	Ontario	Mississauga	2655 Eglinton Ave West   Outside Erin Mills Mall With Wendys)	L5M 7E1	43.555872	-79.710935
Canada	Ontario	Mississauga	2710 Britannia Rd East	L4V 1R8	43.67885366	-79.63924307
Canada	Ontario	Mississauga	"2710 Britannia Road East, Terminal 3 - Location C"	L4V 1R8	43.67885366	-79.63924307
Canada	Ontario	Mississauga	2980 Argentia Rd	L5N 8C5	43.5975778	-79.7836699
Canada	Ontario	Mississauga	2991 Erin Centre Blvd	L5M 6B8	43.554014	-79.72185
Canada	Ontario	Mississauga	3 Robert Speck Parkway	L4Z 2G5	43.59785195	-79.6372309
Canada	Ontario	Mississauga	"30 Eglinton Ave W, Unit C14"	L5R 3E7	43.60545685	-79.65300176
Canada	Ontario	Mississauga	3060 Artesian Dr	L9T 1Y6	43.5292	-79.8854999
Canada	Ontario	Mississauga	3110 Argentia Rd	L5N 0B1	43.5945924	-79.7869558
Canada	Ontario	Mississauga	"3111 Convair Dr, Terminal 1"	L5P 1B2	43.671962	-79.596501
Canada	Ontario	Mississauga	325 Central Parkway West	L5B 3X9	43.582588	-79.638457
Canada	Ontario	Mississauga	3255 Dundas St West	L5L 5V3	43.517616	-79.688341
Canada	Ontario	Mississauga	3285 Derry Rd West	L5N 7L7	43.58213065	-79.77902025
Canada	Ontario	Mississauga	3359  Rd N	L5C 1C6	43.5476	-79.6667849
Canada	Ontario	Mississauga	3359  Rd North	L5N 1C6	43.598271	-79.73756
Canada	Ontario	Mississauga	3411 Mavis Rd	L5C 1T7	43.57477015	-79.64476655
Canada	Ontario	Mississauga	3436 Glen Erin Drive	L5L 3R4	43.536687	-79.686513
Canada	Ontario	Mississauga	3445 Hurontario St	L5A 2H4	43.58927	-79.628756
Canada	Ontario	Mississauga	3650 Derry Rd	L4T 3V7	43.715867	-79.627719
Canada	Ontario	Mississauga	39 Aventura Court	L5T 3A1	43.6467102	-79.7045489
Canada	Ontario	Mississauga	4011 Dixie Rd	L4W 1M3	43.624516	-79.604951
Canada	Ontario	Mississauga	4040 Creditview Rd	L5C 4E3	43.568661	-79.6650737
Canada	Ontario	Mississauga	4100 Dixie Rd	L4W 1M3	43.62526735	-79.60670745
Canada	Ontario	Mississauga	44 Britannia Rd East	L4Z 3W7	43.626546	-79.678619
Canada	Ontario	Mississauga	445 Eglinton Avenue	L5A 4K4	43.6163084	-79.6425513
Canada	Ontario	Mississauga	450 Derry Rd West	L5W 1V5	43.637442	-79.715743
Canada	Ontario	Mississauga	4530 Erin Mills Parkway	L5M 4L9	43.55846	-79.706399
Canada	Ontario	Mississauga	4567 Dixie Rd	L4W 1S2	43.634772	-79.619146
Canada	Ontario	Mississauga	4595 Tomken Rd	L4W 1J9	43.625191	-79.627561
Canada	Ontario	Mississauga	475 Courtney Park Dr E	L5T 2S5	43.637924	-79.690757
Canada	Ontario	Mississauga	480 Derry Rd East	L5T 2P3	43.6556223	-79.6958127
Canada	Ontario	Mississauga	4885 Mavis Rd	L5R 3W4	43.5922518	-79.6686032
Canada	Ontario	Mississauga	"4920 Tomken Rd, Unit 1 Building B"	L4W 1J8	43.62575465	-79.63084416
Canada	Ontario	Mississauga	5014 Dixie Rd	L4W 1C9	43.6364026	-79.6216295
Canada	Ontario	Mississauga	5099 Creekbank Rd	L4W 5N2	43.6443145	-79.61602033
Canada	Ontario	Mississauga	5100 Erin Mills Parkway  Inside The Mall	L5M 4Z5	43.558917	-79.71052
Canada	Ontario	Mississauga	5614 Tenth Line West	L5M 7L9	43.558832	-79.74195
Canada	Ontario	Mississauga	5900 Hurontario	L5R 0B8	43.6229454	-79.67679739
Canada	Ontario	Mississauga	5980 Hurontario St	L5R 3T6	43.624818	-79.6777705
Canada	Ontario	Mississauga	60 Standish Court	L5R 0G1	43.62542	-79.68338
Canada	Ontario	Mississauga	6075 Creditview Rd	L5V 2A8	43.60036593	-79.71551932
Canada	Ontario	Mississauga	6080 Dixie Rd	L5T 1A6	43.65758265	-79.65088094
Canada	Ontario	Mississauga	"6301 Silver Dart Dr, Terminal 1"	L5P 1B2	43.6831244	-79.6120273
Canada	Ontario	Mississauga	"6303 Airport Rd, Terminal 3"	L4V 1R8	43.6908298	-79.6240038
Canada	Ontario	Mississauga	6313  Rd	L5N 1A5	43.594017	-79.730675
Canada	Ontario	Mississauga	632 Burnhamthorpe Rd West	L5B 2C4	43.580521	-79.650181
Canada	Ontario	Mississauga	6405 Erin Mills Pkwy	L5N 4H4	43.5860936	-79.7416942
Canada	Ontario	Mississauga	6600 Meadowvale Town Centre Circle	L5N 2R5	43.580838	-79.757545
Canada	Ontario	Mississauga	6767 Airport Rd	L4V 1E6	43.699418	-79.636351
Canada	Ontario	Mississauga	6966 Financial Dr	L5N 8J4	43.60969	-79.749677
Canada	Ontario	Mississauga	6977 Vanguard	L5S 1B2	43.691032	-79.655668
Canada	Ontario	Mississauga	6998 Rexwood Blvd	L4T 4E6	43.7157333	-79.6270474
Canada	Ontario	Mississauga	7025 Millcreek Dr	L5N 3R3	43.5974261	-79.7616326
Canada	Ontario	Mississauga	7030 Mclaughlin Rd	L5M 2B5	43.6365777	-79.7178176
Canada	Ontario	Mississauga	7195 Goreway Dr	L4T 4H3	43.719247	-79.636679
Canada	Ontario	Mississauga	7215 Goreway Dr	L4T 2T9	43.7190905	-79.6391741
Canada	Ontario	Mississauga	7280 Dixie Rd	L5S 1B7	43.67855	-79.679084
Canada	Ontario	Mississauga	7480 Airport Rd	L4T 2H5	43.713071	-79.655056
Canada	Ontario	Mississauga	780 Bancroft Dr	L5V 2Y6	43.616447	-79.702478
Canada	Ontario	Mississauga	780 South Sheridan Way	L5H 1Z6	43.5505064	-79.6159036
Canada	Ontario	Mississauga	799 Dundas St E	L4Y 2B7	43.596796	-79.597474
Canada	Ontario	Mississauga	"800, Bancroft Drive"	L5V 2Y6	43.616294	-79.703473
Canada	Ontario	Mississauga	885 Britannia Rd West	L5V 2X8	43.609946	-79.698333
Canada	Ontario	Mississauga	910 Lakeshore Rd East	L5E 1E1	43.574697	-79.560932
Canada	Ontario	Mississauga	"Credit Valley Cancer Centre - 2200 Eglinton Ave W, Unit 9"	L5M 2N1	43.559441	-79.70371211
Canada	Ontario	Mississauga	"Credit Valley Main Lobby - 2200 Eglinton Ave W, Credit Valley Main Lobby"	L5M 2N1	43.559441	-79.70371211
Canada	Ontario	Mississauga	Hospital East Entrance - 100 Queensway W.	L5B 1B8	43.5719262	-79.60808434
Canada	Ontario	Mississauga	Hospital North Entrance - 100 Queensway W.	L5B 1B8	43.5719262	-79.60808434
Canada	Ontario	Mississauga	"Lester B Pearson Intl Airport, Terminal 1 Post Security"	L5P 1B4	43.844357	-79.631376
Canada	Ontario	Mississauga	Rbc Building - Cafeteria	L5N 7Y5	43.6088542	-79.7453951
Canada	Ontario	Mississauga	Sheridan College - Hazel Mccallion Campus	L5B 0G5	43.5911998	-79.6480973
Canada	Ontario	Mississauga	Taxi Stand For Drivers Located At 6301 Silver Dart Drive Cvha Building	L5V 1B2	43.6049	-79.7071
Canada	Ontario	Mississauga	"Td Creekside Building, 4720 Tahoe Boulevard"	L4W 5P3	43.6402125	-79.6090099
Canada	Ontario	Mississauga	"Toronto Airport, Terminal 1 Employee Lounge"	L4V 1R8	43.689661	-79.636788
Canada	Ontario	Mississauga	"Toronto Airport Pier A, Terminal 3"	L4V 1R8	43.6898	-79.6232
Canada	Ontario	Mississauga	"Transborder Us Departures, Terminal 1 Post-security"	L5P 1B4	0	0
Canada	Ontario	Mitchell	235 Ontario Rd	N0K 1N0	43.46401034	-81.18817714
Canada	Ontario	Monkland	3456 Hwy 138	K0C 1V0	45.1938291	-74.88264295
Canada	Ontario	Morrisburg	"12407 County Rd 2, Box 773"	K0C 1X0	44.902283	-75.18138
Canada	Ontario	Morrisburg	Onroute -  - 401 Eastbound	K0C 1K0	44.8977043	-75.1829545
Canada	Ontario	Mount Brydges	22542 Adelaide Rd	N0L 1W0	42.91010587	-81.49630145
Canada	Ontario	Mount Forest	319 Main St S	N0G 2L3	43.97882866	-80.73160236
Canada	Ontario	Mount Hope	9300 Airport Rd	L0R 1W0	43.163682	-79.932089
Canada	Ontario	Napanee	14 Community Rd	K7R 3L2	44.26765965	-76.96545926
Canada	Ontario	Napanee	478 Centre Street N.	K7R 1P8	44.26118	-76.963478
Canada	Ontario	Napanee	81 Dundas St East	K7R 1J1	44.248901	-76.947533
Canada	Ontario	Nepean	1 Rideaucrest Dr	K2G 6A4	45.28612911	-75.71872305
Canada	Ontario	Nepean	100 Bayshore Dr	K2B 8C1	45.34739205	-75.80625691
Canada	Ontario	Nepean	1584 Merivale Rd	K2G 3K1	45.3501726	-75.73363518
Canada	Ontario	Nepean	1611 Merivale Rd	K2G 3J4	45.351501	-75.733099
Canada	Ontario	Nepean	1856 Robertson Rd	K2H 5B8	45.32705685	-75.82003509
Canada	Ontario	Nepean	1857 Merivale Rd	K2G 1E3	45.3354669	-75.7237648
Canada	Ontario	Nepean	1879 Robertson Rd	K2H 5B7	45.3274535	-75.82118699
Canada	Ontario	Nepean	1910 Merivale Rd	K2G 1E8	45.32944975	-75.72181177
Canada	Ontario	Nepean	2145 Robertson Rd	K2H 5Z2	45.3209796	-75.83669845
Canada	Ontario	Nepean	250 Greenbank Rd	K2H 8X4	45.32426755	-75.78021855
Canada	Ontario	Nepean	3330 Fallowfield Rd	K2J 4P5	45.2975295	-75.73246455
Canada	Ontario	Nepean	"350 Cresthaven, Unit 800"	K2G 4S4	45.27383465	-75.7099384
Canada	Ontario	Nepean	3500 Carling Ave	K2H 8E9	45.35076955	-75.8510935
Canada	Ontario	Nepean	3691 Strandherd Dr	K2J 4G8	45.27089	-75.744271
Canada	Ontario	Nepean	4295 Strandherd Drive	K2J 5P8	45.2704346	-75.7819877
Canada	Ontario	Nepean	"Queensway Carleton Hospital, Main Entrance, 3045 Baseline Rd"	K2H 8P4	45.336498	-75.807783
Canada	Ontario	New Hamburg	374 Hamilton Road Unit 5	N3A 2K2	43.378768	-80.696333
Canada	Ontario	New Liskeard	54 May St	P0J 1P0	47.5112273	-79.67013586
Canada	Ontario	New Liskeard	883307 Highway 65 E	P0J 1P0	47.524277	-79.672115
Canada	Ontario	New Tecumseth	4700 Tottenham Rd	L9R 1N8	44.15956926	-79.84149755
Canada	Ontario	Newcastle	361 King Ave East	L1B 1H4	43.919195	-78.581217
Canada	Ontario	Newcastle	"Onroute -  - 401 Westbound, Unit 2"	L1B 1C2	43.9174838	-78.5888307
Canada	Ontario	Newmarket	1166 Davis Dr	L3Y 7V1	44.06636272	-79.42880548
Canada	Ontario	Newmarket	1175 Mulock Dr	L3Y 4W1	44.04982815	-79.41655575
Canada	Ontario	Newmarket	16545 Yonge St	L3X 1V6	44.03144674	-79.47475066
Canada	Ontario	Newmarket	17070 Leslie St	L3Y 8V8	44.054202	-79.429639
Canada	Ontario	Newmarket	17275 Leslie St	L3Y 8E4	44.060007	-79.429882
Canada	Ontario	Newmarket	"17310 Yonge St, Unit 14"	L3Y 7R9	44.0498335	-79.4794972
Canada	Ontario	Newmarket	"17600 Yonge St, Unit Fc-12"	L3Y 4Z1	44.057466	-79.486417
Canada	Ontario	Newmarket	17725 Yonge St	L3Y 7C1	44.0603229	-79.4810866
Canada	Ontario	Newmarket	191 Davis Dr	L3Y 8A7	44.0568538	-79.4719291
Canada	Ontario	Newmarket	596 Davis Dr	L3Y 2P9	44.0601539	-79.4524856
Canada	Ontario	Newmarket	596 Davis Dr	L3Y 2P9	44.0601539	-79.4524856
Canada	Ontario	Newmarket	"685 Stonehaven Ave, Unit D"	L3Y 4X7	44.0335923	-79.4497521
Canada	Ontario	Newmarket	855 Mullock Dr	L3Y 4W1	44.05116363	-79.35696693
Canada	Ontario	Niagara Falls	1-5470 Drummond Road	L2G 4L2	43.07812955	-79.09724191
Canada	Ontario	Niagara Falls	3930 Montrose Rd	L2H 3C9	43.11522288	-79.12448525
Canada	Ontario	Niagara Falls	"4725 Dorchester Rd, Unit C"	L2E 0A8	43.104995	-79.112041
Canada	Ontario	Niagara Falls	4835 Victoria Ave	L2E 4C4	43.10484244	-79.07341773
Canada	Ontario	Niagara Falls	4950 Clifton Hill	L2E 6S8	43.09130895	-79.07545016
Canada	Ontario	Niagara Falls	5233 Stanley Ave	L2E 7C2	43.099253	-79.085643
Canada	Ontario	Niagara Falls	5551 Murray St	L2G 2J4	43.083597	-79.084576
Canada	Ontario	Niagara Falls	6161 Thorold Stone Road	L2J 1A4	43.1154499	-79.098876
Canada	Ontario	Niagara Falls	6192 Lundy's Lane	L2G 1T6	43.0891982	-79.0973397
Canada	Ontario	Niagara Falls	6380 Fallsview Blvd	L2G 7X5	43.0816369	-79.0802398
Canada	Ontario	Niagara Falls	6948 Mcleod Rd	L2G 7K3	43.0705127	-79.1107716
Canada	Ontario	Niagara Falls	7-7107 Kalar Rd	L2H 3J6	43.07029921	-79.13533237
Canada	Ontario	Niagara Falls	7307 Oakwood Dr	L2G 0J4	43.0691475	-79.1180041
Canada	Ontario	Niagara Falls	7311 Pin Oak Dr	L2E 6S5	43.06924	-79.129318
Canada	Ontario	Niagara Falls	8089 Portage Rd	L2G 5Z2	43.0598243	-79.05327694
Canada	Ontario	Niagara Falls	8159 Lundys Lane	L2H 1H5	43.08900761	-79.13499589
Canada	Ontario	Niagara Falls	"Greater Niagara General Hospital, 5546 Portage Road"	L2G 5X7	43.09417165	-79.08919268
Canada	Ontario	Niagara On The Lake	135 Taylor Rd	L0S 1J0	43.1531276	-79.167652
Canada	Ontario	Niagara On The Lake	1561 Niagara Stone Road	L0S 1J0	43.2237593	-79.1198504
Canada	Ontario	Niagara On The Lake	"300 Taylor Rd, Unit 901"	L0S 1J0	43.1558462	-79.1681096
Canada	Ontario	Niagara On The Lake	443 Mississauga St	L0S 1J0	43.23318869	-79.09209773
Canada	Ontario	Niagara On The Lake	495 York Rd	L0S 1J0	43.2370687	-79.0812397
Canada	Ontario	Nipigon	534 Highway 11/17	P0T 2J0	49.019019	-88.25846
Canada	Ontario	Nobleton	"13305 Hwy 27, Unit 15"	L0G 1N0	43.9077561	-79.65373003
Canada	Ontario	North Bay	1000 Algonquin Ave	P1B 4X7	46.3253257	-79.4657501
Canada	Ontario	North Bay	1050 Cassells St	P1B 4A9	46.3169333	-79.45871261
Canada	Ontario	North Bay	114 Drury St	P1A 3Z6	46.30981015	-79.43993123
Canada	Ontario	North Bay	1500 Fisher Ave	P1B 2H3	46.312975	-79.443325
Canada	Ontario	North Bay	25 Lakeshore Dr	P1A 2A1	46.2957523	-79.45515085
Canada	Ontario	North Bay	2672 Troutlake Rd	P1B 7S7	46.323884	-79.428945
Canada	Ontario	North Bay	270 Pinewood Park Dr	P1B 8Z4	46.2602	-79.389981
Canada	Ontario	North Bay	368 Lakeshore Dr	P1A 2A6	46.2802554	-79.4459083
Canada	Ontario	North Bay	37 Beaucage Park Road	P1B 8G5	46.3426754	-79.58151013
Canada	Ontario	North Bay	50 College Dr	P1B 0A4	46.33497525	-79.49958456
Canada	Ontario	North Bay	50 College Dr	P1B 0A4	46.33497525	-79.49958456
Canada	Ontario	North Bay	975 Mckeown Ave	P1B 9P2	46.333982	-79.468945
Canada	Ontario	North Bay	"Supermart, 29 Duxford"	P0H 1P0	46.35971495	-79.41422057
Canada	Ontario	North York	1 Yorkdale Rd	M6A 3A1	43.72517535	-79.44916666
Canada	Ontario	North York	1 Yorkgate Blvd	M3N 3A1	43.75823075	-79.51977491
Canada	Ontario	North York	105 Moatfield Dr	M3B 1L6	43.75982	-79.350218
Canada	Ontario	North York	1060 Finch Ave West	M3J 2E2	43.76809635	-79.47247152
Canada	Ontario	North York	"110 - 1275 Finch Avenue West,"	M3J 2G5	43.76183006	-79.49687886
Canada	Ontario	North York	1110 Don Mills Rd	M3C 1S7	43.73726	-79.343694
Canada	Ontario	North York	1244 Lawrence Ave East	M3A 1C3	43.7413202	-79.3190679
Canada	Ontario	North York	"1277 York Mills Rd Unit E5, Unit 5"	M3A 1Z4	43.760483	-79.325409
Canada	Ontario	North York	"1280 Finch Ave W, Unit 108"	M3J 3K6	43.764193	-79.488732
Canada	Ontario	North York	1309 Lawrence Ave East	M3A 1C6	43.7406839	-79.3243817
Canada	Ontario	North York	145 Sir William Hearst Ave.	M3M 0B6	43.722375	-79.486215
Canada	Ontario	North York	1493 Finch Ave	M3J 2G7	43.7624156	-79.4936799
Canada	Ontario	North York	1500 Finch Ave	M2J 4Y6	43.7928275	-79.3545228
Canada	Ontario	North York	1533 Jane St	M6M 5J9	43.6968366	-79.5019414
Canada	Ontario	North York	"1700 Wilson Ave, Unit 156c, Unit 156c"	M3L 1B2	43.722891	-79.510927
Canada	Ontario	North York	171 Bentworth St	M6A 1P7	43.7193845	-79.4675604
Canada	Ontario	North York	1725 Eglinton Ave East	M4A 1J6	43.7258551	-79.3138121
Canada	Ontario	North York	1750 Finch Ave East	M2J 2X5	43.794219	-79.347542
Canada	Ontario	North York	"1750 Finch Ave East, Bldg A"	M2J 2X5	43.794219	-79.347542
Canada	Ontario	North York	1840 Bayview Ave	M4G 3C9	43.713554	-79.378053
Canada	Ontario	North York	1865-1871 Ave Rd	M5M 3Z7	43.7318275	-79.4195729
Canada	Ontario	North York	1869 Leslie St	M3B 2M3	43.75556527	-79.36037694
Canada	Ontario	North York	1900 O'connor Dr	M4A 1X2	43.7233459	-79.3024142
Canada	Ontario	North York	2005 Avenue Rd.	M5M 4A5	43.735286	-79.41987
Canada	Ontario	North York	2013 Lawrence Ave West	M9N 0A3	43.7010543	-79.5118623
Canada	Ontario	North York	2029 Jane St	M9N 2V4	43.715582	-79.506986
Canada	Ontario	North York	2050 Victoria Park Ave	M1R 1V2	43.752698	-79.314223
Canada	Ontario	North York	2208 Jane St	M3M 1A4	43.7232693	-79.5093809
Canada	Ontario	North York	2225 Sheppard Ave East	M2J 4W6	43.7747066	-79.329034
Canada	Ontario	North York	2304 Sheppard Ave West	M9M 1M1	43.7349088	-79.5337912
Canada	Ontario	North York	2355 Keele St	M6M 4A2	43.70828635	-79.47778469
Canada	Ontario	North York	"2625 G Weston Rd, Unit 1"	M9N 3W1	43.71295035	-79.53365713
Canada	Ontario	North York	265 Yorkland Blvd	M2J 1S5	43.774245	-79.337116
Canada	Ontario	North York	2708 Keele St	M3M 2G1	43.725848	-79.482646
Canada	Ontario	North York	"309 Finch Ave West, Ste C"	M2R 1N2	43.773868	-79.441986
Canada	Ontario	North York	3090 Bathurst St	M6A 2A1	43.7193859	-79.4300165
Canada	Ontario	North York	3140 Dufferin St	M6A 2T1	43.7166438	-79.4554868
Canada	Ontario	North York	3389 Steeles Ave East	M2H 3S7	43.8129886	-79.3440111
Canada	Ontario	North York	3400 Victoria Park Rd	M2H 2N5	43.804316	-79.337137
Canada	Ontario	North York	3514 Weston Rd	M9L 1V6	43.7522185	-79.5425914
Canada	Ontario	North York	3685 Keele St	M3J 3H6	43.7543146	-79.4885234
Canada	Ontario	North York	39 Wynford Dr	M3C 3K5	43.7234376	-79.335486
Canada	Ontario	North York	3981 Jane St	M3N 2K1	43.75690224	-79.51744637
Canada	Ontario	North York	4000 Jane St	M3N 2K2	43.7576249	-79.518793
Canada	Ontario	North York	"4025 Yonge St, Suite 129"	M2P 2E3	43.7445107	-79.4060283
Canada	Ontario	North York	4110 Yonge St	M2P 2B7	43.746362	-79.40913
Canada	Ontario	North York	4211 Keele St	M3J 1N9	43.77311685	-79.49314989
Canada	Ontario	North York	461 Sheppard Ave East	M2N 3B3	43.7663878	-79.3882412
Canada	Ontario	North York	4696 Yonge St	M2N 5M2	43.7588803	-79.4104701
Canada	Ontario	North York	4700 Keele St	M3J 1P3	43.773355	-79.502533
Canada	Ontario	North York	4700 Keele St York University Central Square Building	M3J 1P3	43.773355	-79.502533
Canada	Ontario	North York	"4750 Yonge Street (at Bogert Ave) Unit 101, Unit 101"	M2N 6G5	43.7543217	-79.44910566
Canada	Ontario	North York	4751 Leslie St	M2J 2K8	43.778691	-79.365201
Canada	Ontario	North York	4841 Yonge St	M2N 5X2	43.7617142	-79.4107965
Canada	Ontario	North York	4901 Steeles Ave W Unit 1	M9L 2W1	43.7708361	-79.5431443
Canada	Ontario	North York	4986 Yonge St	M2N 7G9	43.7655467	-79.4122561
Canada	Ontario	North York	500 Trethewey Dr	M6M 4C2	43.695264	-79.487524
Canada	Ontario	North York	5095 Yonge St.	M2N 6Z4	43.7692555	-79.4122955
Canada	Ontario	North York	515 Drewry Ave	M2R 2K9	43.7809532	-79.4445572
Canada	Ontario	North York	5383 Yonge St	M2N 5R6	43.7750425	-79.4142099
Canada	Ontario	North York	5571 Yonge St	M2G 5S4	43.7788369	-79.4151682
Canada	Ontario	North York	5695 Yonge St	M2N 3T9	43.780784	-79.415514
Canada	Ontario	North York	5695 Yonge St.	M2M 3T2	43.7811317	-79.4160063
Canada	Ontario	North York	"5765 Yonge St, Apt 1401"	M5H 2M5	43.783048	-79.415363
Canada	Ontario	North York	5955 Leslie St	M2H 1J8	43.79874473	-79.36988813
Canada	Ontario	North York	6000 Dufferin St North	M3H 5T5	43.7839676	-79.4703164
Canada	Ontario	North York	6001 Yonge St	M2M 3W2	43.789092	-79.417685
Canada	Ontario	North York	6464 Yonge St	M2M 3X4	43.7957017	-79.42291272
Canada	Ontario	North York	680 Sheppard Ave West	M3H 2S5	43.754761	-79.443431
Canada	Ontario	North York	"70 Forest Manor Dr, Suite E"	M2J 1G3	43.775008	-79.345984
Canada	Ontario	North York	793 Wilson Ave	M3K 1E4	43.7318536	-79.4600375
Canada	Ontario	North York	"8 Clock Tower Road, Shops At Don Mills"	M3C 0G1	43.733203	-79.346619
Canada	Ontario	North York	800 Lawrence Ave E	M3C 1P4	43.7347044	-79.3557661
Canada	Ontario	North York	860 York Mills Rd	M3B 1Y4	43.75507605	-79.35180469
Canada	Ontario	North York	895 Jane St	M6N 4C4	43.677096	-79.495948
Canada	Ontario	North York	901 Sheppard Ave West	M3H 2T7	43.7514924	-79.4568655
Canada	Ontario	North York	"Fairview Mall, 1800 Sheppard Ave. E, Unit 1049"	M2J 5A7	43.7777608	-79.3442922
Canada	Ontario	North York	"Humber River Hospital - Level 0, 1235 Wilson Avenue, Humber River Hospital"	M3M 0B2	43.7248834	-79.4880561
Canada	Ontario	North York	"Humber River Hospital - Level 1, 1235 Wilson Avenue, Humber River Hospital"	M3M 0B2	43.7248834	-79.4880561
Canada	Ontario	North York	"General Hospital - Upstairs, 1st Floor West Entrance"	M2K 1E1	43.7543217	-79.44910566
Canada	Ontario	Norwich	773080  Hwy 59	N0J 1P0	42.97412375	-80.59328235
Canada	Ontario	Oakville	1 Canadian Rd	L6J 5E4	43.475802	-79.669472
Canada	Ontario	Oakville	111 Cross Ave	L6J 2W7	43.454426	-79.686765
Canada	Ontario	Oakville	1151 Bronte Rd	L6M 3L1	43.415228	-79.747105
Canada	Ontario	Oakville	1289 Marlborough Court	L6H 2R9	43.4694605	-79.6935888
Canada	Ontario	Oakville	1430 Trafalgar Rd	L6H 2L1	43.468258	-79.6974605
Canada	Ontario	Oakville	1499 Upper Middle Rd	L6M 3G3	43.4396562	-79.7413011
Canada	Ontario	Oakville	1500 Dundas St West	L6M 4H8	43.4529023	-79.7578375
Canada	Ontario	Oakville	1500 Upper Middle Rd West	L6M 3G3	43.4370983	-79.7408963
Canada	Ontario	Oakville	1530 North Service Rd West	L6M 4A1	43.426955	-79.7270943
Canada	Ontario	Oakville	201 Oak Park Blvd	L6H 7T4	43.48096843	-79.71827287
Canada	Ontario	Oakville	228 Wyecroft Rd	L6K 3S3	43.4464802	-79.6956094
Canada	Ontario	Oakville	2303 Lakeshore Rd W	L6L 1H2	43.398392	-79.707808
Canada	Ontario	Oakville	2316 Royal Windsor Dr	L6J 7Y1	43.49008832	-79.6518343
Canada	Ontario	Oakville	"2355 Trafalgar Rd, Unit A"	L6J 4N3	43.483982	-79.713496
Canada	Ontario	Oakville	"240 Leighland Ave, Unit Fc1 2nd Floor"	L6H 3H6	43.4613922	-79.6862009
Canada	Ontario	Oakville	2525 Hyde Park Gate Blvd	L6H 6G6	43.515484	-79.689233
Canada	Ontario	Oakville	260 North Service Rd W	L2M 2R7	43.2033	-79.2111
Canada	Ontario	Oakville	2960 S Sheridan Way	L6J 7T4	43.50763358	-79.66271444
Canada	Ontario	Oakville	345 Speers Rd	L6K 3S5	43.4413391	-79.6929274
Canada	Ontario	Oakville	3480 Superior Court	L6L 0C4	43.3882318	-79.7465158
Canada	Ontario	Oakville	386 Iroquois Shore Rd	L6M 1M4	43.4656174	-79.6841551
Canada	Ontario	Oakville	49 Lakeshore Rd	L6K 1C8	43.4407985	-79.6738104
Canada	Ontario	Oakville	494 Dundas St W	L6H 6Y3	43.464292	-79.743579
Canada	Ontario	Oakville	515 Maplegrove Dr	L6J 4W3	43.479906	-79.656894
Canada	Ontario	Oakville	520 Dundas St West	L6J 4Z3	43.465039	-79.744297
Canada	Ontario	Oakville	587 Third Line	L6L 4A8	43.417053	-79.715007
Canada	Ontario	Oakville	624 Third Line	L6L 4A7	43.418454	-79.716848
Canada	Ontario	Oakville	Hospital Cafeteria	L6M 0L8	43.4517078	-79.7648796
Canada	Ontario	Oakville	Hospital Self Serve	L6M 0L8	43.4517078	-79.7648796
Canada	Ontario	Oakville	Sheridan College - Trafalgar - B Building	L6H 2L1	43.4695852	-79.6992129
Canada	Ontario	Odessa	Onroute - Napanee - 401 Westbound	K7R 1P7	44.257326	-76.9605225
Canada	Ontario	Odessa	Onroute -  - 401 Eastbound	K0H 2H0	44.276984	-76.722712
Canada	Ontario	Ohsweken	1688 Chiefswood Rd	N0A 1M0	43.068748	-80.118027
